B[32] Sa[5] Cin C[32]
# Manual tests:
0 0 0 0
0 0 1 0
# Automated tests
221214747	2	0	884858988
1900706227	0	0	1900706227
1782183554	0	0	1782183554
745819500	1	0	1491639000
2062643615	0	0	2062643615
1173645703	0	0	1173645703
677964070	1	0	1355928140
224553827	0	0	224553827
434425227	0	0	434425227
414172353	1	0	828344706
520264779	2	0	2081059116
411994628	2	0	1647978512
737930486	1	0	1475860972
4451317	4	0	71221072
1220503038	0	0	1220503038
1349533507	0	0	1349533507
2001948514	0	0	2001948514
1490805843	0	0	1490805843
253456170	0	0	253456170
1313805995	0	0	1313805995
1062883131	1	0	2125766262
1331868681	0	0	1331868681
559805530	0	0	559805530
547109740	0	0	547109740
818874827	0	0	818874827
1457897505	0	0	1457897505
253564260	0	0	253564260
299561113	2	0	1198244452
1132490867	0	0	1132490867
473693778	1	0	947387556
592806600	0	0	592806600
1594090995	0	0	1594090995
852756001	1	0	1705512002
574045653	0	0	574045653
1790883363	0	0	1790883363
957548101	1	0	1915096202
8598984	3	0	68791872
149466872	1	0	298933744
459427170	0	0	459427170
2097234469	0	0	2097234469
1510670195	0	0	1510670195
184455512	3	0	1475644096
986488782	1	0	1972977564
1718724082	0	0	1718724082
1871905546	0	0	1871905546
644044093	0	0	644044093
148517599	3	0	1188140792
443647594	2	0	1774590376
278142321	2	0	1112569284
216208238	3	0	1729665904
48947568	1	0	97895136
731680187	1	0	1463360374
765051381	0	0	765051381
69093423	0	0	69093423
23169593	0	0	23169593
445502490	2	0	1782009960
1489083119	0	0	1489083119
465869927	0	0	465869927
975994395	0	0	975994395
500997242	2	0	2003988968
1077981096	0	0	1077981096
805609627	0	0	805609627
173071407	0	0	173071407
894387944	0	0	894387944
1794104829	0	0	1794104829
1269529148	0	0	1269529148
1035808112	0	0	1035808112
393537247	1	0	787074494
76063179	1	0	152126358
187290412	2	0	749161648
253231602	3	0	2025852816
160539588	0	0	160539588
101509243	1	0	203018486
1102883124	0	0	1102883124
807171017	1	0	1614342034
1953851362	0	0	1953851362
10843128	6	0	693960192
719644263	0	0	719644263
1581861899	0	0	1581861899
284085760	2	0	1136343040
346571280	1	0	693142560
1349666282	0	0	1349666282
957497200	0	0	957497200
51737596	2	0	206950384
