# Generates two random numbers between -2**31 and 2**31 - 1. Shifts the second number by Sa units to the left
A[32] B[32] Op[4] Sa[5] C[32] V
-800813735	713378458	1	18	711458816	0
-1928246092	-1585556756	1	27	1610612736	0
-93303204	-24138315	1	9	526084608	0
-1833615158	1157046010	1	27	3489660928	0
1133925908	-467089326	0	8	684216832	0
-852315831	-497671887	1	13	3290832896	0
-267578924	1368145835	1	2	1177616044	0
-69605977	-94710379	1	14	3043311616	0
-1281316781	146236895	1	31	2147483648	0
-1685484079	571149930	0	29	1073741824	0
-202628796	787582212	1	18	873463808	0
66975294	-1931154863	0	3	1730630280	0
1180306270	-2128634758	1	0	-2128634758	0
161008019	-1700017203	1	31	2147483648	0
490532138	918976210	0	20	1830813696	0
954545912	-1531264118	0	21	1900019712	0
1588060192	391890406	1	8	1539696128	0
380811914	1740443236	1	20	3862953984	0
82141221	2038698601	1	2	3859827108	0
-1444208033	1140918957	1	5	2149668256	0
2000515251	134832607	0	24	3741319168	0
1633191584	61029116	0	24	4227858432	0
-1565789819	-1959626735	0	4	3005710608	0
-421114081	-451395243	1	2	-1805580972	0
11285641	1413734419	0	28	805306368	0
-1169191646	1828650869	0	24	1962934272	0
-766795837	-1603158272	0	26	0	0
288731884	-1829732294	1	1	635502708	0
-1829488672	821416514	0	18	1225261056	0
-1501836455	-1346602810	1	9	2029095936	0
323087128	-1993496918	1	12	3664420864	0
1192799369	901562738	1	31	0	0
700794104	1628812486	1	9	728337408	0
1429805801	845642688	0	6	2581524480	0
415899092	-1347487569	1	13	3742752768	0
2029789215	1338779034	0	14	157712384	0
1053041223	1387080651	0	27	1476395008	0
-489467904	-251026862	0	28	536870912	0
1294826640	-366510554	0	0	-366510554	0
1222351148	-2038634181	0	15	1956478976	0
-697888710	232320583	0	11	3346151424	0
330130508	-2038790199	1	6	2661413440	0
897869651	-2060351005	1	20	2653945856	0
2014691856	131454728	0	5	4206551296	0
-894405853	-191806581	0	15	2714075136	0
1245488030	-1894774955	1	2	1010834772	0
2117660057	-1195674254	1	4	2344048416	0
431800206	409911769	0	7	929098880	0
1777039016	21578057	1	3	172624456	0
861301204	1411529337	1	29	536870912	0
-2065144520	-2110477958	1	30	2147483648	0
2078271032	1086596843	1	14	163233792	0
1879082817	87496893	0	15	2355003392	0
51865249	1037463325	1	20	4056940544	0
1677116511	-594737071	0	20	2232418304	0
-1807166295	939106813	0	11	3440371712	0
93844979	1800701006	1	14	554926080	0
1125588474	385324210	1	21	2520776704	0
-1427899879	1418777700	0	28	1073741824	0
-1190665683	992183638	1	12	945119232	0
1139350421	-1577686257	0	8	4134211328	0
-1166812474	-907615067	0	13	3700727808	0
-509136419	-1603983301	1	13	2768723968	0
-1802154048	-397591706	0	4	2228467296	0
-797522504	1079792533	1	8	1548981504	0
-361832010	-367994919	1	11	2260649984	0
-895343943	-989823510	1	0	-989823510	0
1310270618	-1794119961	1	13	4242333696	0
-256215828	-101984037	0	28	2952790016	0
105717968	346186098	0	24	1912602624	0
520547960	-554756226	1	26	4160749568	0
-285926597	-513436397	1	21	2724200448	0
1649555228	-1163526642	0	19	4033871872	0
1361503814	1636044985	1	30	1073741824	0
-1518351201	685450713	1	16	634978304	0
-443197472	-1696302845	1	4	2923925552	0
1480373891	-587345261	1	13	3125960704	0
-2069997754	454011818	0	17	1465122816	0
600759166	907418691	1	21	2287992832	0
-86518792	570852503	0	0	570852503	0
363897962	849848855	1	4	712679792	0
2124093904	1462971547	0	9	1717122560	0
-146839658	783203939	1	6	2880411840	0
-755944613	909201432	0	24	402653184	0
-1629426599	197484000	1	26	2147483648	0
1652959019	862782113	1	6	3678447680	0
1249889343	-819959271	0	22	2252341248	0
350169051	607017820	0	15	766377984	0
-831858244	1589540353	1	5	3620651040	0
-992251622	-311061391	1	7	3133814912	0
1228385321	535976183	0	31	2147483648	0
-129008244	-165501365	1	25	2516582400	0
-643470875	125662678	1	4	2010602848	0
-309296843	268492660	1	1	536985320	0
996860939	944978087	1	11	2579838976	0
2114263225	2102808388	0	7	2871501312	0
-2121745127	-1736658246	1	6	523021952	0
-7060173	1152927947	0	12	2223812608	0
2006730050	1416266367	0	16	2189361152	0
-1475044899	703694565	1	23	1920991232	0
-1449621874	-802380080	0	5	93641216	0
1227457328	-1215748023	1	16	675872768	0
1617326861	569819760	1	24	1879048192	0
784731006	755727158	0	22	3447717888	0
-1862319419	2031680315	0	31	2147483648	0
-582658805	-738556100	1	29	2147483648	0
