# Generates two random numbers between -2**31 and 2**31 - 1. Shifts the second number by Sa units to the right. Right Logical shift
A[32] B[32] Op[4] Sa[5] C[32] V
1849652947	3647091484	4	14	222600	0
1644691355	3216968289	4	12	785392	0
1983315787	1516172860	4	22	361	0
-1765806718	473907216	4	23	56	0
955772226	2932914861	4	4	183307178	0
-2079047826	1634564522	4	17	12470	0
1371552369	4144551168	4	8	16189653	0
-927891690	3022540181	4	6	47227190	0
-31899504	3568608162	4	22	850	0
636345700	1746908904	4	4	109181806	0
-1469766693	3302646554	4	20	3149	0
578728515	161918453	4	1	80959226	0
-185042946	3923453566	4	22	935	0
-923388223	3015319074	4	28	11	0
1470498534	4266976262	4	18	16277	0
199512393	27909462	4	10	27255	0
1802213243	518157146	4	14	31625	0
617210345	2351857413	4	10	2296735	0
1986339718	2510011716	4	7	19609466	0
1347517295	3745099960	4	25	111	0
-833600675	975598975	4	5	30487467	0
284021791	2612186513	4	10	2550963	0
-1489130322	1978177469	4	20	1886	0
-1914781272	1771762399	4	3	221470299	0
-440591530	1655612999	4	6	25868953	0
-2071992661	3516418775	4	15	107312	0
1338341338	225504149	4	8	880875	0
364942273	1267719493	4	15	38687	0
-1834255631	3469859967	4	30	3	0
205517914	442100320	4	7	3453908	0
1227164567	456572251	4	23	54	0
119141761	1893143208	4	25	56	0
-1394477669	3767727940	4	8	14717687	0
-1677618301	3322252919	4	10	3244387	0
-1774745587	1383000331	4	5	43218760	0
-1097324685	2874243227	4	8	11227512	0
-572332112	312940016	4	7	2444843	0
-442552372	346974852	4	28	1	0
-455968287	3531348120	4	29	6	0
1713371995	1674499843	4	25	49	0
922620028	3036892005	4	17	23169	0
1828347205	2122685021	4	15	64779	0
475927441	3254137938	4	27	24	0
-1010776398	3299351468	4	2	824837867	0
245380493	1016403178	4	11	496290	0
-239630294	2068503262	4	10	2020022	0
-1662736296	3171112430	4	9	6193578	0
-531680239	1219379301	4	21	581	0
-902212088	1438557550	4	27	10	0
1784432345	3393388317	4	17	25889	0
-1157366066	461588558	4	18	1760	0
-1767621411	1566626721	4	26	23	0
-1483795700	1075655474	4	16	16413	0
-662433611	3798704945	4	17	28981	0
1552838627	2695321407	4	4	168457587	0
1057313500	3553718681	4	4	222107417	0
1566369338	3482559836	4	0	3482559836	0
482340508	982296570	4	18	3747	0
-2036940008	2575004564	4	5	80468892	0
-905911020	906097860	4	29	1	0
1073666512	2885322229	4	25	85	0
1770171409	1974128901	4	14	120491	0
1208386805	261058056	4	2	65264514	0
-99703378	2513595741	4	24	149	0
1982388200	2118824546	4	6	33106633	0
-876135038	3446789836	4	30	3	0
4942692	165216623	4	3	20652077	0
-2001196856	2033341258	4	18	7756	0
-1454478776	2853033100	4	10	2786165	0
280051829	985459817	4	11	481181	0
524242797	2732510860	4	4	170781928	0
1078013824	2766848478	4	7	21616003	0
-974030620	2435494992	4	26	36	0
120100613	1000169164	4	18	3815	0
-728329292	1124635157	4	14	68642	0
521175617	2755540924	4	4	172221307	0
-1667131252	356540614	4	16	5440	0
711239943	1671737467	4	3	208967183	0
-1424336944	819715647	4	6	12808056	0
-2136227733	668303184	4	17	5098	0
-1568913240	755642921	4	20	720	0
-1415045988	2980454117	4	1	1490227058	0
1978341585	4239359779	4	28	15	0
1714583447	3040997535	4	5	95031172	0
-96342077	3566858307	4	3	445857288	0
785254467	2528126567	4	7	19750988	0
1760373538	2658117833	4	7	20766545	0
-188378118	253507505	4	22	60	0
-1379454976	2431128339	4	11	1187074	0
1426474755	1698369102	4	2	424592275	0
101662750	310617486	4	9	606674	0
-647943299	728218125	4	11	355575	0
-1987327941	2006341263	4	21	956	0
428217468	34965914	4	19	66	0
332813934	2569776109	4	22	612	0
1777333390	2914156784	4	29	5	0
-1297902175	196676412	4	7	1536534	0
1420562909	1241082743	4	10	1211994	0
1853331140	604869925	4	28	2	0
